LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,heatingQ,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
7685,Gilbert,1Fam,6,5,1993,1994,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,179,697,Gd,Y,697,804,0,0,2,1,3,Gd,6,1,2,420,5,2006,WD,Normal,165600
11900,0mes,1Fam,6,5,1957,1957,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,352,1392,TA,Y,1392,0,1,0,1,1,3,TA,6,2,2,458,6,2008,WD,Normal,166000
8520,0mes,1Fam,5,4,1952,1952,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,403,910,Fa,Y,910,475,0,0,2,0,4,TA,6,0,2,720,6,2010,WD,Normal,166000
10004,0mes,1Fam,6,6,1964,1964,TA,TA,CBlock,TA,TA,No,Rec,541,BLQ,975,1516,TA,Y,1516,0,0,0,1,1,3,TA,6,0,2,472,2,2009,WD,Normal,167000
10628,0mes,1Fam,7,5,1970,1970,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,499,1277,TA,Y,1277,0,1,0,1,0,2,TA,5,1,2,526,4,2007,WD,Normal,167000
9600,0mes,1Fam,6,5,1953,1953,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,131,1416,TA,Y,1644,0,1,0,1,0,3,TA,7,2,2,418,10,2009,WD,Normal,167000
9937,Edwards,1Fam,5,7,1964,1999,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,849,1486,Ex,Y,1486,0,1,0,1,0,3,TA,7,0,2,480,3,2009,WD,Normal,167000
3010,Blmngtn,TwnhsE,7,5,2005,2006,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1232,1248,Ex,Y,1248,0,0,0,2,0,2,Gd,5,0,2,438,3,2006,New,Partial,167240
9300,0mes,1Fam,5,5,1960,1960,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,571,1268,TA,Y,1264,0,1,0,1,0,3,TA,6,2,2,461,4,2010,WD,Normal,167500
9735,Timber,1Fam,5,5,2006,2007,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,Gd,Y,754,640,0,0,2,1,3,Gd,7,0,2,400,5,2008,WD,Normal,167500
11414,BrkSide,1Fam,7,8,1910,1993,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,728,728,TA,N,1136,883,0,0,1,0,3,Gd,8,0,2,532,10,2009,WD,Normal,167500
9760,0mes,1Fam,6,6,1964,1964,TA,TA,CBlock,TA,TA,Gd,GLQ,780,LwQ,0,780,TA,Y,798,813,1,0,1,1,4,TA,7,0,2,442,6,2008,WD,Normal,167900
9650,NWAmes,1Fam,6,5,1977,1977,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,664,1350,TA,Y,1334,0,0,1,2,0,2,TA,6,1,2,630,4,2009,WD,Normal,167900
10364,Gilbert,1Fam,6,5,1995,1996,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,806,806,Gd,Y,806,766,0,0,2,1,3,TA,7,1,2,373,5,2007,WD,Normal,168000
14175,Sawyer,1Fam,5,6,1956,1987,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,200,1188,Gd,Y,1437,0,1,0,1,1,3,TA,6,1,2,576,11,2006,WD,Normal,168000
32463,Mitchel,2fmCon,4,4,1961,1975,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,90,1249,Ex,Y,1622,0,1,0,1,0,3,TA,7,1,4,1356,3,2007,WD,Normal,168000
17671,OldTown,1Fam,8,9,1882,1986,Gd,Gd,BrkTil,TA,TA,No,BLQ,216,Unf,700,916,Gd,Y,916,826,0,0,1,1,4,Gd,8,1,2,424,11,2009,WD,Normal,168000
8530,Gilbert,1Fam,7,5,1995,1996,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,Gd,Y,804,670,0,0,2,1,3,TA,7,1,2,400,5,2009,WD,Normal,168500
2117,Somerst,TwnhsE,6,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,420,Unf,336,756,Ex,Y,756,756,0,0,2,1,2,Gd,4,1,2,440,6,2007,WD,Normal,168500
9020,0mes,1Fam,6,5,1964,1964,TA,TA,CBlock,TA,TA,Gd,GLQ,960,Rec,288,1248,TA,Y,1350,0,1,0,1,1,3,TA,6,0,2,520,6,2008,WD,Normal,168500
14762,Gilbert,1Fam,5,6,1948,1950,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Gd,Y,1547,720,0,0,2,0,2,TA,7,1,2,672,5,2006,WD,Normal,169000
8773,Gilbert,1Fam,6,5,1997,1997,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,916,916,Gd,Y,916,684,0,0,2,1,3,TA,7,1,2,460,8,2007,WD,Normal,169000
9638,SWISU,1Fam,6,7,1919,1990,TA,TA,PConc,TA,TA,No,Unf,0,Unf,804,804,Ex,Y,1699,748,0,0,2,0,4,Gd,10,1,1,336,3,2010,WD,Normal,169000
7758,IDOTRR,1Fam,7,4,1931,1950,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,816,1040,Ex,Y,1226,592,0,0,1,1,4,TA,7,2,1,240,6,2007,WD,Normal,169500
7590,0mes,1Fam,5,5,1962,1962,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,324,864,TA,Y,876,936,0,0,2,0,4,TA,8,1,1,264,7,2007,WD,Normal,169500
12328,Mitchel,1Fam,6,5,1976,1976,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,473,1012,TA,Y,1034,0,1,0,1,0,3,TA,6,0,3,888,5,2010,WD,Normal,169900
10237,Gilbert,1Fam,6,5,2005,2006,Gd,TA,PConc,Gd,TA,No,GLQ,28,Unf,1288,1316,Ex,Y,1316,0,0,0,2,0,3,Gd,6,1,2,397,10,2006,New,Partial,169990
3696,StoneBr,TwnhsE,8,5,1986,1986,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1074,1074,Ex,Y,1088,0,0,0,1,1,2,Gd,5,0,2,461,10,2007,WD,Normal,170000
16905,Timber,1Fam,5,6,1959,1959,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,383,1350,Gd,Y,1328,0,0,1,1,1,2,TA,5,2,1,308,7,2007,WD,Normal,170000
17920,Sawyer,1Fam,5,4,1955,1974,TA,TA,CBlock,TA,TA,Mn,ALQ,1391,Rec,372,1763,TA,Y,1779,0,1,0,1,1,3,TA,6,1,2,454,7,2006,WD,Abnorml,170000
10192,NWAmes,1Fam,7,6,1968,1992,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,570,570,Gd,Y,1222,698,0,0,3,0,4,Gd,8,1,2,487,9,2006,WD,Normal,170000
10625,NWAmes,1Fam,7,6,1974,1974,TA,TA,CBlock,Gd,TA,Gd,GLQ,1053,LwQ,0,1053,TA,Y,1173,0,1,0,2,0,3,Gd,6,2,2,528,1,2010,WD,Family,170000
10010,Mitchel,1Fam,5,5,1974,1975,TA,TA,CBlock,Gd,TA,Av,ALQ,1194,LwQ,195,1389,Gd,Y,1389,0,1,0,1,0,2,TA,6,1,2,418,4,2006,WD,Normal,170000
9967,Gilbert,1Fam,7,5,2000,2000,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,Ex,Y,774,656,0,0,2,1,3,TA,8,1,2,400,12,2007,WD,Normal,170000
10800,OldTown,1Fam,5,8,1936,1989,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,170,796,Gd,Y,1096,370,0,1,2,0,3,Gd,7,1,2,566,4,2006,WD,Normal,170000
16647,Sawyer,1Fam,5,5,1975,1981,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,1390,TA,Y,1701,0,1,0,2,0,3,TA,6,2,2,611,1,2007,WD,Normal,171000
11070,Mitchel,Duplex,7,5,1988,1989,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1907,1907,Gd,Y,1959,0,0,0,3,0,5,TA,9,0,3,766,7,2006,WD,Family,171000
9880,Mitchel,1Fam,6,6,1977,1977,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,574,1096,TA,Y,1118,0,1,0,1,0,3,TA,6,1,1,358,7,2008,WD,Normal,171000
8400,SawyerW,1Fam,6,6,1980,1981,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,650,650,TA,Y,888,676,0,0,2,1,3,TA,7,1,2,476,4,2010,WD,Normal,171000
9247,0mes,1Fam,6,6,1962,1962,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,539,858,Ex,Y,858,858,0,0,1,1,4,TA,8,1,2,490,3,2008,WD,Normal,171000
10125,Mitchel,1Fam,6,6,1977,1977,TA,TA,CBlock,TA,TA,No,ALQ,920,LwQ,276,1196,TA,Y,1279,0,0,1,2,0,3,TA,6,2,2,473,2,2008,WD,Normal,171500
3136,NridgHt,TwnhsE,7,5,2003,2003,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1405,1405,Ex,Y,1405,0,0,0,2,0,2,Gd,6,1,2,478,3,2006,WD,Normal,171750
4017,Somerst,TwnhsE,7,5,2006,2007,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,625,625,Ex,Y,625,625,0,0,2,1,2,Gd,5,0,2,625,3,2008,WD,Normal,171900
11075,Mitchel,1Fam,5,4,1969,1969,TA,TA,CBlock,TA,TA,Av,ALQ,755,LwQ,29,784,Ex,Y,1168,800,0,1,2,1,4,TA,7,1,2,530,9,2008,WD,Normal,172000
8121,Gilbert,1Fam,6,5,2000,2000,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,953,953,Ex,Y,953,711,0,0,2,1,3,TA,7,1,2,460,1,2006,WD,Normal,172400
13650,Sawyer,1Fam,5,5,1958,1958,Gd,Gd,CBlock,TA,TA,No,ALQ,498,BLQ,554,1052,Ex,Y,1252,668,1,0,2,0,4,Gd,8,1,2,451,7,2006,WD,Normal,172500
11184,Sawyer,1Fam,6,5,1978,1978,TA,TA,CBlock,TA,TA,No,LwQ,726,Rec,192,918,Gd,Y,918,765,0,0,2,1,3,TA,7,1,2,440,7,2009,WD,Normal,172500
3922,Blmngtn,TwnhsE,7,5,2006,2007,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,1258,Ex,Y,1258,0,0,0,2,0,2,Gd,6,1,3,648,6,2007,New,Partial,172500
3230,Somerst,TwnhsE,6,5,1999,1999,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,348,729,Gd,Y,742,729,0,0,2,1,3,TA,6,0,2,440,3,2009,WD,Normal,172500
2645,Somerst,Twnhs,8,5,1999,2000,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,321,970,Ex,Y,983,756,1,0,2,1,3,Gd,7,0,2,480,8,2009,WD,Abnorml,172500
15578,Gilbert,1Fam,6,5,2006,2006,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,Gd,Y,728,728,0,0,2,1,3,TA,8,0,2,429,5,2006,New,Partial,172785
9947,Mitchel,1Fam,7,5,1990,1991,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,577,1188,Ex,Y,1217,0,1,0,2,0,3,Gd,6,0,2,497,6,2009,WD,Normal,173000
9248,Gilbert,1Fam,6,6,1992,1992,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,598,1158,Gd,Y,1167,0,1,0,2,0,3,Gd,6,0,2,400,7,2009,WD,Normal,173000
2887,ClearCr,1Fam,6,5,1996,1997,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,288,1291,Ex,Y,1291,0,1,0,1,0,2,Gd,6,1,2,431,11,2008,WD,Normal,173000
9130,NWAmes,1Fam,6,8,1966,2000,TA,TA,CBlock,TA,TA,No,GLQ,464,Rec,336,800,Gd,Y,800,832,0,1,1,1,4,Gd,7,0,2,484,7,2008,WD,Normal,173000
8366,SawyerW,1Fam,6,5,2004,2004,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,798,Ex,Y,798,842,0,0,2,1,3,Gd,6,0,2,520,12,2008,WD,Normal,173000
10852,Gilbert,1Fam,6,5,2000,2000,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,173,959,Ex,Y,959,712,1,0,2,1,3,TA,7,1,2,472,2,2006,WD,Normal,173000
2268,NridgHt,Twnhs,7,5,2003,2004,Gd,TA,PConc,Gd,TA,No,GLQ,567,Unf,197,764,Ex,Y,764,862,0,0,2,0,2,Gd,6,0,2,474,7,2009,WD,Normal,173000
8633,CollgCr,1Fam,6,5,2005,2005,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,545,738,Ex,Y,738,738,1,0,2,1,3,Gd,7,0,2,540,2,2009,WD,Normal,173500
3000,Somerst,TwnhsE,6,5,2009,2009,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,318,612,Ex,Y,612,612,0,0,2,1,2,Gd,4,0,2,528,6,2009,New,Partial,173733
8846,CollgCr,1Fam,6,5,2005,2006,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,750,750,Ex,Y,750,750,0,0,2,1,3,Gd,6,0,2,564,8,2006,New,Partial,173900
12589,Gilbert,1Fam,6,5,2005,2005,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,742,742,Ex,Y,742,742,0,0,2,1,3,Gd,8,1,2,390,6,2009,WD,Normal,174000
11911,Gilbert,1Fam,6,5,2005,2005,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,Ex,Y,684,876,0,0,2,1,3,Gd,6,1,2,400,3,2009,WD,Normal,174000
10400,NWAmes,1Fam,7,6,1970,1970,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1304,1304,Gd,Y,1682,0,0,0,2,0,3,TA,7,1,2,530,5,2008,WD,Normal,174000
8400,0mes,1Fam,6,9,1962,2005,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,1319,1319,TA,Y,1537,0,1,0,1,1,3,Gd,7,1,2,462,7,2008,COD,Abnorml,174000
8125,Gilbert,1Fam,6,5,1994,1995,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,702,702,Gd,Y,702,779,0,0,2,1,3,TA,6,1,2,343,3,2009,WD,Normal,174000
3684,Blmngtn,TwnhsE,7,5,2007,2007,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1373,1373,Ex,Y,1555,0,0,0,2,0,2,Gd,7,1,3,660,6,2009,WD,Normal,174000
2645,Somerst,Twnhs,8,5,1999,2000,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,776,776,Ex,Y,764,677,0,0,2,1,2,Gd,5,0,2,492,11,2007,WD,Normal,174000
12000,Crawfor,1Fam,7,7,1941,1950,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,429,704,Ex,Y,860,704,0,0,1,1,3,Fa,7,1,1,234,7,2009,WD,Normal,174500
9020,0mes,1Fam,6,7,1966,1966,TA,TA,CBlock,TA,TA,Gd,Rec,851,ALQ,276,1127,TA,Y,1165,0,1,0,1,1,3,TA,6,0,2,490,5,2008,WD,Normal,174900
15611,NWAmes,1Fam,5,6,1977,1977,TA,TA,PConc,Gd,TA,Av,ALQ,860,LwQ,266,1126,TA,Y,1126,0,0,1,2,0,3,Ex,6,0,2,540,3,2008,WD,Abnorml,175000
11457,Timber,1Fam,6,5,1988,1988,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,387,1392,TA,Y,1412,0,1,0,2,0,3,Gd,6,1,2,576,3,2009,WD,Normal,175000
11700,NWAmes,1Fam,6,6,1968,1968,Gd,TA,CBlock,TA,TA,No,ALQ,559,Rec,143,702,Gd,Y,1041,702,0,1,1,2,3,TA,7,1,2,539,6,2007,WD,Normal,175000
10200,Timber,1Fam,6,5,1988,1989,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,678,1461,Ex,Y,1509,0,1,0,2,0,3,Gd,5,1,2,600,8,2008,WD,Abnorml,175000
12243,NWAmes,1Fam,5,6,1971,1971,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,486,1484,Gd,Y,1484,0,0,0,2,0,3,TA,7,1,2,487,2,2007,WD,Normal,175000
12886,Sawyer,1Fam,5,6,1963,1999,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,76,520,Ex,Y,1464,0,0,1,2,0,3,TA,6,1,2,480,10,2009,WD,Normal,175000
7917,Gilbert,1Fam,6,5,1999,2000,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,953,953,Ex,Y,953,694,0,0,2,1,3,TA,7,1,2,460,8,2007,WD,Normal,175000
7200,SWISU,1Fam,5,7,1937,1950,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,162,731,Ex,Y,981,787,1,0,1,1,3,Gd,7,2,1,240,6,2007,WD,Normal,175000
21872,Gilbert,1Fam,7,5,1996,1997,TA,TA,PConc,Gd,TA,Gd,GLQ,604,Unf,125,729,Ex,Y,729,717,0,1,2,1,3,TA,6,1,2,406,8,2008,WD,Normal,175000
9600,NWAmes,1Fam,7,6,1973,1973,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,326,1242,Fa,Y,1242,0,0,0,1,1,3,TA,6,1,2,528,9,2007,WD,Normal,175500
12090,NWAmes,1Fam,6,6,1981,1981,TA,Gd,CBlock,Gd,TA,No,GLQ,816,LwQ,606,1422,TA,Y,1422,0,0,0,2,0,3,Gd,7,1,2,576,6,2008,WD,Normal,175500
2628,NridgHt,Twnhs,7,5,2003,2003,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,764,764,Ex,Y,764,862,0,0,2,1,2,Gd,6,0,2,474,6,2010,WD,Normal,175500
7153,SawyerW,1Fam,6,5,1992,1992,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,374,761,Ex,Y,810,793,0,0,2,1,3,Gd,7,0,2,484,7,2006,WD,Normal,175900
3635,Blmngtn,TwnhsE,7,5,2007,2007,Gd,TA,PConc,Gd,TA,No,ALQ,988,Unf,398,1386,Ex,Y,1569,0,0,1,2,0,1,Gd,7,1,3,660,5,2009,WD,Normal,175900
9900,NWAmes,1Fam,7,5,1968,1968,TA,TA,CBlock,TA,TA,No,BLQ,552,Unf,280,832,Gd,Y,1098,880,0,0,2,1,4,TA,9,1,2,486,4,2008,WD,Normal,176000
19296,0mes,1Fam,6,5,1962,1962,TA,TA,CBlock,TA,TA,Gd,Rec,1362,ALQ,0,1362,TA,Y,1382,0,1,0,1,0,3,TA,6,1,2,884,5,2009,WD,Normal,176000
7875,Gilbert,1Fam,7,5,1995,1996,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,1237,1237,Gd,Y,1253,0,0,0,2,0,3,TA,6,1,2,402,6,2007,WD,Normal,176000
7500,Somerst,1Fam,7,5,2005,2005,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1257,1257,Ex,Y,1266,0,0,0,2,0,3,Gd,6,1,2,453,4,2006,WD,Normal,176000
7024,Edwards,1Fam,4,5,2005,2005,TA,TA,PConc,Gd,TA,No,GLQ,1024,Unf,108,1132,Ex,Y,1132,0,1,0,1,1,2,Gd,5,0,2,451,6,2008,WD,Normal,176000
13811,Timber,1Fam,6,6,1987,1987,TA,TA,CBlock,Gd,Gd,No,GLQ,1020,LwQ,92,1112,Gd,Y,1137,0,1,0,2,0,2,Gd,5,1,2,551,7,2006,WD,Normal,176000
8029,Gilbert,1Fam,6,5,2005,2005,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,Ex,Y,728,728,0,0,2,1,3,Gd,8,0,2,400,7,2008,WD,Normal,176000
3230,Somerst,TwnhsE,6,5,1999,1999,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,310,729,Gd,Y,729,729,0,0,2,1,2,TA,5,1,2,440,6,2007,WD,Normal,176000
9317,CollgCr,1Fam,6,5,2006,2006,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1290,1314,Gd,Y,1314,0,0,0,2,0,3,Gd,6,1,2,440,3,2007,WD,Normal,176432
8993,Gilbert,1Fam,7,5,2007,2007,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1302,1302,Ex,Y,1302,0,0,0,2,0,3,Gd,6,0,2,436,8,2007,New,Partial,176485
11029,0mes,1Fam,6,8,1958,2002,Ex,TA,CBlock,Gd,TA,No,ALQ,939,BLQ,245,1184,Ex,Y,1414,0,1,0,1,0,3,TA,6,1,2,601,5,2008,WD,Normal,176500
9084,Gilbert,1Fam,7,5,1998,1998,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,935,935,Gd,Y,955,677,0,0,2,1,3,TA,8,1,2,462,6,2006,WD,Normal,176500
13869,Gilbert,1Fam,6,6,1997,1997,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,612,794,Gd,Y,794,676,0,1,2,0,3,TA,6,0,2,388,7,2007,WD,Normal,177000
2117,Somerst,Twnhs,6,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,320,756,Ex,Y,769,756,0,0,2,1,3,Gd,5,1,2,440,6,2007,WD,Normal,177000
11512,Edwards,1Fam,6,7,1959,2006,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,300,1019,Gd,Y,1357,0,1,0,1,0,2,Ex,5,1,1,312,5,2008,WD,Normal,177000
15576,Crawfor,1Fam,6,7,1915,1976,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,840,840,Ex,Y,840,840,0,0,2,0,4,TA,8,0,1,308,3,2008,WD,Normal,177000
7558,Crawfor,1Fam,6,6,1928,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,896,896,Gd,Y,1172,741,0,0,1,1,3,TA,9,1,2,342,3,2009,WD,Normal,177000
7500,Crawfor,1Fam,6,7,1942,1950,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,224,771,Fa,Y,753,741,0,0,1,0,3,Gd,7,2,1,213,11,2009,WD,Normal,177500
2117,Somerst,Twnhs,6,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,378,Unf,378,756,Ex,Y,769,804,0,0,2,1,3,Gd,5,0,2,440,6,2010,WD,Normal,177500
11249,CollgCr,1Fam,6,5,1995,1995,Gd,Gd,PConc,Gd,Gd,No,ALQ,878,BLQ,322,1200,Ex,Y,1200,0,1,0,2,0,3,Gd,6,0,2,521,8,2007,WD,Normal,177500
9636,Gilbert,1Fam,6,5,1992,1993,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,808,808,Gd,Y,808,785,0,0,2,1,3,TA,7,1,2,389,12,2009,WD,Normal,178000
12090,NWAmes,1Fam,6,7,1984,2003,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,585,585,Ex,Y,1140,728,0,0,3,1,3,TA,7,1,2,477,1,2007,WD,Abnorml,178000
9206,SawyerW,1Fam,6,5,1985,1985,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,741,741,TA,Y,977,755,0,0,2,1,3,Gd,7,1,2,476,6,2010,WD,Normal,178000
9056,Gilbert,1Fam,8,5,2004,2004,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,707,707,Ex,Y,707,707,0,0,2,1,3,Gd,6,1,2,403,10,2006,WD,Normal,178000
9100,CollgCr,1Fam,7,5,2001,2001,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1212,1212,Ex,Y,1212,0,0,0,2,0,3,Gd,6,0,2,573,6,2009,WD,Normal,178000
9600,OldTown,1Fam,7,7,1925,1990,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,712,728,Ex,Y,832,809,0,1,1,1,3,Ex,6,1,2,546,8,2006,WD,Normal,178000
7837,Gilbert,1Fam,6,7,1993,1994,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,799,799,Gd,Y,799,772,0,0,2,1,3,TA,7,1,2,380,5,2009,WD,Normal,178000
12122,0mes,1Fam,7,9,1961,2007,Ex,TA,CBlock,TA,TA,Av,ALQ,867,Unf,77,944,Gd,Y,999,0,1,0,1,0,3,Ex,6,0,2,588,7,2008,WD,Normal,178400
3072,Blmngtn,TwnhsE,7,5,2004,2004,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1375,1375,Ex,Y,1414,0,0,0,2,0,2,Gd,6,1,2,398,5,2006,WD,Normal,178740
10237,Gilbert,1Fam,6,5,2005,2007,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,783,783,Ex,Y,783,701,0,0,2,1,3,Gd,8,1,2,393,7,2007,New,Partial,178900
8450,SawyerW,1Fam,7,5,2000,2001,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1349,1349,Ex,Y,1349,0,0,0,2,0,3,TA,6,0,2,539,12,2007,WD,Normal,179000
8123,Gilbert,1Fam,6,5,2000,2000,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,982,982,Ex,Y,1007,793,0,0,2,1,3,TA,7,1,2,463,6,2009,WD,Normal,179000
10800,Edwards,Duplex,5,5,1987,1988,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,1200,TA,Y,1200,0,3,0,3,0,3,TA,5,0,0,0,3,2009,WD,Alloca,179000
7153,SawyerW,1Fam,6,5,1991,1991,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,78,1278,Gd,Y,1294,0,1,0,2,0,3,Gd,6,0,2,496,6,2008,WD,Normal,179200
8012,SawyerW,TwnhsE,6,5,1992,1992,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,1145,1575,Gd,Y,1575,0,1,0,2,0,2,Gd,5,0,2,529,7,2007,WD,Normal,179200
2280,Somerst,Twnhs,7,5,1999,1999,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,195,744,Gd,Y,757,744,0,0,2,1,3,TA,6,0,2,440,8,2008,WD,Normal,179400
8400,SWISU,1Fam,5,8,1939,1997,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,342,720,Ex,Y,1052,720,0,0,2,1,4,Gd,8,1,1,240,7,2008,WD,Normal,179500
9018,Gilbert,1Fam,7,5,2007,2007,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,728,728,Ex,Y,728,728,0,0,2,1,3,Gd,8,1,2,400,7,2007,New,Partial,179540
8500,CollgCr,1Fam,7,5,2004,2004,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1422,1422,Ex,Y,1422,0,0,0,2,0,3,Gd,7,0,2,626,11,2007,WD,Normal,179600
17104,Gilbert,1Fam,7,5,2006,2006,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,100,654,Ex,Y,664,832,1,0,2,1,3,Gd,7,1,2,426,9,2006,New,Partial,179665
10357,SawyerW,1Fam,7,5,1990,1991,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,172,910,Gd,Y,1442,0,1,0,2,0,3,Gd,6,1,2,719,5,2007,WD,Normal,179900
11700,NWAmes,1Fam,6,6,1968,1968,TA,TA,CBlock,TA,TA,No,ALQ,404,Unf,304,708,Gd,Y,708,708,0,0,2,1,3,TA,7,1,2,776,5,2006,WD,Normal,179900
11049,CollgCr,1Fam,8,5,2007,2007,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1234,1234,Ex,Y,1234,0,0,0,2,0,3,Gd,7,0,2,484,1,2008,WD,Normal,179900
11475,NWAmes,1Fam,6,6,1975,1975,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,163,713,TA,Y,811,741,1,0,2,1,3,TA,6,1,2,434,2,2006,WD,Normal,179900
